"response_id","language","age_group","age1517","age1821","age2224","age_minor_adult","numerical_age","ar","as","at","au","av","aw","ax","ay","az","ba","bb","bc","bd","be","bf","bg","bh","bi","bj","bk","bl","bm","bn","bo","bp","bq","br","bs","race","bt","bu","bv","bw","bx","by","bz","ca","cb","cc","cd","ce","cf","survey_source","cbo_involvement","ck","cl","cm","cn","co","cp","cq","cr","cs","ct","cu","cv","cw","cx","cy","q10","q10a","q10b","dd","de","df","favorite_movie","q12","q12a","dk","dl","dm","dn","do","dp","dq","dr","ds","dt","du","dv","dx","dy","dz","ea","eb","ec","ed","ef","eg","eh","ei","ej","ek","el","em","en","eo","ep","eq","er","es","et","eu","ev","ew","ex","ey","q19","q20","fc","fd","fe","ff","fg","fh","fi","fj","fk","fl","q22","fo","fp","fq","fr","fs","ft","fu","fv","fw","fx","sex_at_birth","q24","ga","gb","gc","gd","ge","gf","gg","q25","q26","q27","q28","org","org_spa","org_sp_an","spa_final_respondent","spa_name_final_respondent","zipcode_clean_respondent","age_wt","nh_race","acs_race","race_wt","sex_wt","spa_wt","weights_a1","weights_a2","weights_a3","weights_final"
138124725,1,2,0,1,0,2,18,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,NA,2,2,2,4,2,1,1,4,4,4,5,5,5,6,6,2,NA,4,1,2,3,"Daredevil",1,2,1,2,3,2,2,2,2,2,2,3,1,1,4,4,4,4,2,1,"Chips",6,1,2,1,3,1,1,1,1,3,1,3,3,3,2,3,3,5,1,3,2,"90805",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,"45374","South Bay",8,8,"South Bay","90805",1.1320941575718,"latinx","latino",1.09688073364118,1.21570023966338,1.31382052787373,1.1320941575718,1.24177227010825,1.50962284637794,1.98337348491851
138124729,1,1,1,0,0,1,16,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,2,3,4,4,3,2,3,3,2,5,3,5,2,5,2,3,5,NA,3,2,3,"Anne with an E",1,4,4,4,4,4,2,2,2,2,2,2,2,2,4,4,4,2,2,2,"Chips",1,1,2,2,6,6,6,1,6,2,1,1,1,3,4,2,2,4,3,2,4,"90755",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,"65","South Bay",8,7,"East","90755",0.771323119762698,"nh_asian","nh_asian",1.08363123302043,0.845489762234009,1.36973911303646,0.771323119762698,0.835829823325617,0.70668555859167,0.96797485022103
138124736,1,2,0,1,0,2,20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,4,NA,2,3,3,"I don‚ÄövÑv¥t have a favorite",1,3,2,2,2,2,3,2,3,3,2,3,2,2,2,3,3,3,3,3,"Many as a candy sour punches",1,3,3,2,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,"90221",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,"44","San Fernando",2,6,"South","90221",1.1320941575718,"latinx","latino",1.09688073364118,1.21570023966338,0.426520024006104,1.1320941575718,1.24177227010825,1.50962284637794,0.64388437267728
138124748,1,3,0,0,1,2,24,NA,1,NA,NA,NA,NA,NA,NA,NA,"[Other race. Please write in:] Jamaican/ Native American",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,3,3,3,2,3,3,3,4,4,2,3,4,3,1,1,4,NA,4,4,4,"How to get away with murder, Abbott Elementary",1,4,4,4,4,4,2,2,2,3,2,2,2,2,4,4,4,4,4,4,"Smart cheddar popcorn",4,2,3,2,3,2,4,2,2,5,3,3,4,2,2,4,4,5,3,5,3,"90232",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,"64_Metro","Metro",4,5,"West","90232",1.1320941575718,"nh_twoormor","nh_other",0.403590118954918,1.21570023966338,1.54268154967763,1.1320941575718,0.45690201572257,0.55545589001661,0.856891553188389
138124749,1,1,1,0,0,1,16,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,2,2,2,3,2,2,3,3,3,3,3,3,2,2,3,3,5,NA,1,1,2,"Silent voice",1,2,2,2,2,2,2,3,2,2,2,3,3,2,3,3,3,2,1,1,"Chips",6,2,4,2,6,6,6,6,6,3,1,2,1,3,4,3,3,4,3,5,3,"91733",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,"70","San Gabriel Valley",3,3,"San Gabriel","91733",0.771323119762698,"latinx","latino",1.09688073364118,1.21570023966338,1.5815947228455,0.771323119762698,0.846049469479711,1.02854254281356,1.62673745793602
138124758,2,1,1,0,0,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,3,4,4,3,4,4,4,4,3,3,2,2,1,1,1,1,2,NA,3,3,4,"Mi pel‚àö‚â†cula favorita es Interstellar",1,NA,2,3,4,5,4,4,4,4,4,4,4,4,2,2,3,1,3,4,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"90043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,"51","South",6,6,"South","90043",0.771323119762698,"NA","nh_other",0.403590118954918,0.845489762234009,0.426520024006104,0.771323119762698,0.311298389657706,0.263199601455523,0.112259900331207
138124767,1,1,1,0,0,1,16,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,4,6,NA,5,5,5,"Idk",2,NA,2,2,2,2,4,4,4,4,4,4,4,4,5,5,5,5,5,5,"Idk",7,7,7,7,7,7,7,7,7,6,6,6,6,1,1,1,1,1,1,1,1,"90061",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"72","Metro",4,6,"South","90061",0.771323119762698,"nh_black","nh_black",0.442724626389808,1.21570023966338,0.426520024006104,0.771323119762698,0.341483740022762,0.41514186458682,0.177066318049509
138124769,1,2,0,1,0,2,19,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,3,3,2,2,2,1,3,2,2,1,2,1,3,1,1,5,NA,3,2,3,"Flipped",1,3,2,2,2,2,3,3,3,2,2,3,3,2,3,3,3,1,1,2,"Fruits",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,4,1,3,"90011",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,4,2,"org1","Antelope Valley",1,6,"South","90011",1.1320941575718,"latinx","latino",1.09688073364118,0.845489762234009,0.426520024006104,1.1320941575718,1.24177227010825,1.04990574140261,0.447805822027186
138124772,1,2,0,1,0,2,20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,2,2,3,1,2,2,1,2,3,4,3,2,1,2,3,3,2,NA,2,2,2,"Tron",1,5,3,2,3,2,2,3,2,3,2,3,2,2,3,4,4,3,1,1,"Elote",2,2,2,2,2,6,6,2,6,2,2,2,2,4,3,2,4,5,3,5,3,"90015",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,"org1","Antelope Valley",1,4,"Metro","90015",1.1320941575718,"latinx","latino",1.09688073364118,0.845489762234009,0.687491525901725,1.1320941575718,1.24177227010825,1.04990574140261,0.721801300209861
138124774,1,2,0,1,0,2,19,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,3,3,3,2,3,3,2,2,3,3,4,3,2,3,2,3,5,NA,3,4,3,"breaking bad",1,3,3,4,1,3,3,3,3,3,3,2,3,3,3,1,3,4,4,3,"cheez it",4,5,4,3,5,6,5,3,3,4,3,2,3,5,2,3,5,5,4,4,5,"90648",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,2,NA,3,3,"64_Metro","Metro",4,4,"Metro","90648",1.1320941575718,"nh_white","nh_white",2.68143771256302,0.845489762234009,0.687491525901725,1.1320941575718,3.03563996828528,2.56660251501358,1.76451747942989
138124775,1,1,1,0,0,1,17,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,NA,4,4,4,4,4,4,4,4,4,3,1,2,1,2,1,1,4,NA,4,4,4,"Criminal Minds or the Mentalist",1,4,4,4,4,4,2,2,2,2,2,2,2,2,4,4,4,2,2,4,"Chocolate covered pretzels",1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,"90002",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,"56_2","West",5,6,"South","90002",0.771323119762698,"latinx","latino",1.09688073364118,0.845489762234009,0.426520024006104,0.771323119762698,0.846049469479711,0.715326164788611,0.305100932977832
138124780,1,2,0,1,0,2,18,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,NA,2,3,4,3,3,4,3,4,3,2,1,2,1,1,1,1,4,NA,3,4,3,"Toy Story 3",1,4,4,4,3,4,1,1,2,2,2,3,2,2,4,4,4,3,2,2,"Gushers",1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,4,1,2,1,"91766",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,"59","Pomona (SPA 3)",3,3,"San Gabriel","91766",1.1320941575718,"latinx","latino",1.09688073364118,1.21570023966338,1.5815947228455,1.1320941575718,1.24177227010825,1.50962284637794,2.38761152731835
138124787,1,2,0,1,0,2,18,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,3,4,4,4,4,4,4,3,3,3,4,3,3,1,4,NA,3,4,4,"Forest Gump",1,4,4,4,3,4,3,2,2,2,2,2,2,2,4,4,4,4,3,4,"Snickers",2,2,1,1,1,1,1,2,1,2,1,2,1,3,3,2,3,2,3,3,3,"90222",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,"49_2","South",6,6,"South","90222",1.1320941575718,"latinx","latino",1.09688073364118,1.21570023966338,0.426520024006104,1.1320941575718,1.24177227010825,1.50962284637794,0.64388437267728
138124791,1,3,0,0,1,2,22,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,3,3,2,3,2,3,2,2,2,1,2,2,2,1,3,3,NA,3,2,2,"Star Wars",2,NA,3,3,4,4,2,2,2,2,2,2,2,2,3,4,3,2,3,4,"Energy Bars",2,6,3,2,6,6,6,1,6,3,1,2,1,2,1,1,3,2,1,2,3,"90405",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,"59","Pomona (SPA 3)",3,5,"West","90405",1.1320941575718,"nh_black","nh_black",0.442724626389808,1.21570023966338,1.54268154967763,1.1320941575718,0.50120596294906,0.609316209277888,0.939980873972509
138124811,1,1,1,0,0,1,16,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,3,4,NA,5,5,5,"I don‚ÄövÑv¥t have one",1,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,"chips",7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,"90222",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"44","San Fernando",2,3,"San Gabriel","91770",0.771323119762698,"latinx","latino",1.09688073364118,0.845489762234009,1.5815947228455,0.771323119762698,0.846049469479711,0.715326164788611,1.13135608734298
138124814,1,1,1,0,0,1,16,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,3,3,3,2,1,1,1,2,3,4,4,4,4,4,4,1,2,NA,1,1,2,"Stranger things",1,2,3,4,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,"Candy salad",4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,2,4,"91011",NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2,1,1,3,"73","Metro",4,3,"San Gabriel","91011",0.771323119762698,"nh_asian","nh_asian",1.08363123302043,1.21570023966338,1.5815947228455,0.771323119762698,0.835829823325617,1.01611851653475,1.60708768353696
138124815,1,3,0,0,1,2,24,NA,NA,NA,1,NA,NA,NA,NA,NA,"[Other race. Please write in:] Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,3,2,2,2,2,3,4,4,3,3,4,4,3,4,3,5,NA,2,4,3,"The godfather",1,2,3,2,4,2,1,3,2,3,3,2,2,3,2,3,2,4,2,3,"Takis",2,3,5,2,5,2,2,4,2,2,4,2,4,5,2,4,2,3,4,2,3,"90005",NA,NA,1,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,"64_Metro","Metro",4,4,"Metro","90005",1.1320941575718,"latinx","latino",1.09688073364118,0.845489762234009,0.687491525901725,1.1320941575718,1.24177227010825,1.04990574140261,0.721801300209861
138124816,1,3,0,0,1,2,24,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,3,3,4,3,4,4,4,4,3,3,4,1,2,1,4,3,NA,4,4,4,"Bridgerton",2,NA,4,4,4,4,2,2,2,2,2,2,2,2,4,4,3,3,2,2,"Takis",1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,5,2,4,1,"90010",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,"64_Metro","Metro",4,4,"Metro","90010",1.1320941575718,"latinx","latino",1.09688073364118,1.21570023966338,0.687491525901725,1.1320941575718,1.24177227010825,1.50962284637794,1.03785291419247
138124823,1,2,0,1,0,2,18,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,NA,3,3,3,2,3,3,2,2,2,3,1,1,1,1,1,3,4,NA,2,3,4,"High School Musical",1,4,4,4,3,4,2,2,2,2,2,2,2,2,4,4,4,2,1,4,"Boba",6,1,1,1,6,6,6,6,6,2,1,1,1,2,2,2,2,1,1,1,3,"91780",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,"63","Downtown Los Angeles (SPA 4)",4,3,"San Gabriel","91780",1.1320941575718,"nh_asian","nh_asian",1.08363123302043,0.845489762234009,1.5815947228455,1.1320941575718,1.22677258786475,1.03722366362897,1.64046747280605
138124825,1,1,1,0,0,1,16,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,3,2,3,2,2,2,4,2,3,3,3,3,3,1,3,1,1,4,NA,2,4,3,"Hunger games series",1,3,2,2,4,3,2,2,2,2,2,3,2,2,3,4,3,5,3,3,"Sushi",6,1,1,1,6,6,6,1,6,2,1,2,1,2,1,1,1,1,1,1,2,"91731",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,"70","San Gabriel Valley",3,3,"San Gabriel","91731",0.771323119762698,"nh_asian","nh_asian",1.08363123302043,0.845489762234009,1.5815947228455,0.771323119762698,0.835829823325617,0.70668555859167,1.11769015017971
138124831,1,3,0,0,1,2,24,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,3,3,4,3,4,4,4,4,3,2,3,2,2,1,1,4,NA,3,3,3,"Stranger things",1,2,3,4,2,2,2,3,2,2,2,3,2,2,4,4,4,4,4,4,"This doesn‚ÄövÑv¥t really help, is it good info for the survey? I like fruit",3,3,3,2,2,2,2,3,2,3,2,2,2,4,4,3,4,5,3,3,3,"90032",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,"70","San Gabriel Valley",3,4,"Metro","90032",1.1320941575718,"latinx","latino",1.09688073364118,1.21570023966338,0.687491525901725,1.1320941575718,1.24177227010825,1.50962284637794,1.03785291419247
138124839,1,2,0,1,0,2,18,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,4,3,4,3,3,3,4,3,4,1,1,2,1,2,1,1,3,NA,4,4,4,"The Shawshank Redemption",1,4,4,4,4,4,2,2,2,2,2,2,2,2,4,3,4,4,2,3,"Ice cream",6,1,1,1,1,1,6,1,1,1,1,1,3,2,2,3,1,1,1,1,2,"91203",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,NA,NA,NA,NA,NA,2,2,2,2,"59","Pomona (SPA 3)",3,2,"San Fernando","91203",1.1320941575718,"nh_white","nh_white",2.68143771256302,0.845489762234009,1.60477753950546,1.1320941575718,3.03563996828528,2.56660251501358,4.11882606893203
138124842,1,2,0,1,0,2,18,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,3,3,2,3,3,2,3,3,3,2,3,2,3,3,1,4,NA,2,3,2,"Call Me By Your Name",1,3,4,3,3,4,2,2,2,2,2,2,2,2,3,4,4,2,2,4,"Sour gummies",1,1,2,1,1,1,6,2,6,2,1,1,2,2,3,3,3,5,1,1,3,"91766",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,"59","Pomona (SPA 3)",3,3,"San Gabriel","91766",1.1320941575718,"latinx","latino",1.09688073364118,0.845489762234009,1.5815947228455,1.1320941575718,1.24177227010825,1.04990574140261,1.66052538008756
138124852,1,1,1,0,0,1,16,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,"[Other. Please write in:] Cambodian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,2,3,3,3,2,2,3,2,2,3,4,4,3,4,3,1,3,NA,2,2,3,"Gilmore Girls",1,3,4,2,4,2,2,2,2,2,2,2,2,2,3,4,3,2,2,2,"CPK Salad",2,2,3,2,2,2,1,2,1,3,1,3,3,2,3,4,2,3,1,4,3,"90810",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,1,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,"65","South Bay",8,8,"South Bay","90810",0.771323119762698,"nh_twoormor","nh_other",0.403590118954918,0.845489762234009,1.31382052787373,0.771323119762698,0.311298389657706,0.263199601455523,0.345797039320452
138124857,1,1,1,0,0,1,17,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,2,3,2,4,2,2,1,2,2,4,4,3,4,3,4,3,5,NA,2,2,2,"Breaking bad",1,2,3,3,2,3,2,2,2,2,2,3,2,2,3,4,3,4,4,3,"rice",6,2,6,6,6,6,6,6,6,2,4,4,4,4,4,4,5,5,2,5,1,"91776",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,"70","San Gabriel Valley",3,3,"San Gabriel","91776",0.771323119762698,"nh_asian","nh_asian",1.08363123302043,1.21570023966338,1.5815947228455,0.771323119762698,0.835829823325617,1.01611851653475,1.60708768353696
138124863,1,2,0,1,0,2,18,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,5,NA,2,2,2,"Shameless",1,3,2,2,2,2,1,1,2,2,1,1,1,2,4,4,4,4,4,4,"Skittles",4,4,4,4,4,4,4,4,4,2,2,2,2,5,5,5,4,5,2,5,3,"90037",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,1,2,2,"44","San Fernando",2,6,"South","90037",1.1320941575718,"latinx","latino",1.09688073364118,1.21570023966338,0.426520024006104,1.1320941575718,1.24177227010825,1.50962284637794,0.64388437267728
138124868,1,2,0,1,0,2,18,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,3,2,2,2,2,3,2,3,2,2,1,2,1,3,5,NA,2,2,3,"Avatar the last airbender",1,2,3,3,3,2,3,3,3,3,2,3,2,2,3,4,4,2,2,5,"Spicy chips",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,"91731",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,"70","San Gabriel Valley",3,3,"San Gabriel","91731",1.1320941575718,"nh_asian","nh_asian",1.08363123302043,0.845489762234009,1.5815947228455,1.1320941575718,1.22677258786475,1.03722366362897,1.64046747280605
